movie_id,rank,movie_title,release_date,distributor,genre,gross_2024,tickets_sold,release_year
604,605,Carville: Winning is Everyt…,2024/09/27,Greenwich,Documentary,19207.0,1698.0,2024
605,606,Glitter & Doom,2024/03/08,Music Box Films,Musical,18905.0,1672.0,2024
606,607,The Black Sea,2024/11/22,Metrograph Pictures,Comedy,18822.0,1664.0,2024
607,608,On The Adamant,2024/03/15,Kino Lorber,Documentary,18332.0,1621.0,2024
608,609,Hounds,2024/12/06,Indican Pictures,Drama,18095.0,1600.0,2024
609,610,Happy Clothes: A Film About…,2024/09/20,Greenwich,Documentary,17943.0,1586.0,2024
610,611,The Gutter,2024/11/01,Magnolia Pictures,Comedy,17750.0,1569.0,2024
611,612,The Cruise,1998/10/23,Oscilloscope Pict…,Documentary,17330.0,1532.0,1998
612,613,Golden Years,2024/02/23,Music Box Films,Comedy,17194.0,1520.0,2024
613,614,Il grido,1962/10/22,Janus Films,Drama,16549.0,1463.0,1962
614,615,The Lavender Hill Mob,1951/10/15,Rialto Pictures,Comedy,16361.0,1447.0,1951
615,616,Smoke Sauna Sisterhood,2023/11/24,Greenwich,Documentary,15961.0,1411.0,2023
616,617,Silent Night,2023/12/01,Lionsgate,Action,15918.0,1407.0,2023
617,618,The Invisible Fight,2024/02/23,Kino Lorber,Comedy,14861.0,1314.0,2024
618,619,American Star,2024/01/26,IFC Films,Thriller/Suspense,14523.0,1284.0,2024
619,620,Lost Angel: The Genius of J…,2024/04/12,Greenwich,Documentary,14463.0,1279.0,2024
620,621,Eno,2024/07/12,Film First,Documentary,14446.0,1277.0,2024
621,622,Catching Fire: The Story of…,2024/05/03,Magnolia Pictures,Documentary,14089.0,1246.0,2024
622,623,Lake George,2024/12/06,Magnolia Pictures,Thriller/Suspense,13520.0,1195.0,2024
623,624,Solo,2024/05/24,Music Box Films,Drama,13369.0,1182.0,2024
624,625,Zurawski vs. Texas,2024/10/25,Hiddenlight Produ…,Documentary,12830.0,1134.0,2024
625,626,Common Ground,2023/09/29,Area 23a,Documentary,12509.0,1106.0,2023
626,627,Touch the Water,2023/11/03,Holt Hamilton Dis…,Drama,12126.0,1072.0,2023
627,628,The Grab,2024/06/14,Magnolia Pictures,Documentary,11984.0,1060.0,2024
628,629,Heavier Trip,2024/11/29,Music Box Films,Comedy,11950.0,1057.0,2024
629,630,Karaoke,2024/03/29,Greenwich,Comedy,11900.0,1052.0,2024
630,631,The Windigo,2024/03/29,Indican Pictures,Horror,11737.0,1038.0,2024
631,632,Disco Boy,2024/02/02,Big World Pictures,Drama,11507.0,1017.0,2024
632,633,Know Your Place,2024/05/31,Tycor Internation…,Drama,11355.0,1004.0,2024
633,634,Isle of Hope,2024/02/23,Aventura Entertai…,Drama,11251.0,995.0,2024
634,635,Lousy Carter,2024/03/29,Magnolia Pictures,Comedy,11236.0,993.0,2024
635,636,The Stranger and the Fog,2024/08/30,Janus Films,Drama,11125.0,984.0,2024
636,637,Amelia’s Children,2024/03/01,Magnet Releasing,Horror,11073.0,979.0,2024
637,638,Food and Country,2024/10/02,Greenwich,Documentary,11052.0,977.0,2024
638,639,Omen,2024/04/12,Utopia,Drama,10895.0,963.0,2024
639,640,Skin Deep,2024/02/02,Kino Lorber,Drama,10342.0,914.0,2024
640,641,The Falling Star,2024/08/30,Kino Lorber,Thriller/Suspense,10210.0,903.0,2024
641,642,Drift,2024/02/09,Utopia,Drama,10077.0,891.0,2024
642,643,Great Absence,2024/07/19,Picturehouse,Drama,10012.0,885.0,2024
643,644,Scream Therapy,2024/07/19,Indican Pictures,Comedy,9966.0,881.0,2024
644,645,Eileen,2023/12/01,Neon,Drama,9734.0,861.0,2023
645,646,Out Come the Wolves,2024/08/30,IFC Films,Thriller/Suspense,9649.0,853.0,2024
646,647,Starring Jerry as Himself,2024/11/06,Greenwich,Documentary,9522.0,842.0,2024
647,648,Pastor’s Kid,2024/03/15,Atlas Distribution,Drama,9340.0,826.0,2024
648,649,Little Bites,2024/10/04,RLJ Entertainment,Horror,9299.0,822.0,2024
649,650,Separated,2024/10/04,Submarine Deluxe,Documentary,8766.0,775.0,2024
650,651,Immediate Family,2023/12/15,Magnolia Pictures,Documentary,8713.0,770.0,2023
651,652,Chestnut,2024/06/21,Utopia,Drama,8631.0,763.0,2024
652,653,Mayhem!,2024/01/05,IFC Films,Action,8510.0,752.0,2024
653,654,Vermiglio,2024/12/25,Janus Films,Drama,8319.0,736.0,2024
654,655,A Little Family Drama,2024/10/11,Emblematic Pictures,Comedy,8125.0,718.0,2024
655,656,Mind Body & Soul,2024/03/29,Indican Pictures,Comedy,8014.0,709.0,2024
656,657,Things Will Be Different,2024/10/04,Magnet Releasing,Thriller/Suspense,7746.0,685.0,2024
657,658,Mad About the Boy — The Noë…,2024/10/09,Greenwich,Documentary,7721.0,683.0,2024
658,659,Peeping Tom,1999/02/05,Rialto Pictures,Thriller/Suspense,6903.0,610.0,1999
659,660,Santosh,2024/12/27,Metrograph Pictures,Thriller/Suspense,6865.0,607.0,2024
660,661,Petrol,2024/08/30,Indican Pictures,Thriller/Suspense,6785.0,600.0,2024
661,662,Summer Solstice,2024/06/14,Cartilage Films,Comedy,6543.0,579.0,2024
662,663,What You Wish For,2024/05/31,Magnet Releasing,Thriller/Suspense,6279.0,555.0,2024
663,664,Coup de Torchon (Clean Slate),1982/12/20,Rialto Pictures,Drama,6224.0,550.0,1982
664,665,2073,2024/12/27,Neon,Documentary,5915.0,523.0,2024
665,666,The Convert,2024/07/12,Magnet Releasing,Action,5491.0,485.0,2024
666,667,Longing,2024/06/07,Mongrel Media,Comedy,5370.0,475.0,2024
667,668,Valleyheart,2024/07/19,Indican Pictures,Thriller/Suspense,5250.0,464.0,2024
668,669,Killer Unicorn,2019/06/11,Indican Pictures,Horror,5157.0,456.0,2019
669,670,The Seeding,2024/01/26,Magnet Releasing,Horror,4974.0,440.0,2024
670,671,Nathan-ism,2024/11/15,Outsider,Documentary,4700.0,416.0,2024
671,672,The Paragon,2024/09/06,Music Box Films,Comedy,4658.0,412.0,2024
672,673,Godard Cinema,2023/12/15,Kino Lorber,Documentary,4609.0,408.0,2023
673,674,Universal Language,2024/09/20,Oscilloscope Pict…,Drama,4550.0,402.0,2024
674,675,My Dearest Fu Bao,2024/09/20,Well Go USA,Documentary,4413.0,390.0,2024
675,676,You Are Not Me,2024/12/06,Music Box Films,Thriller/Suspense,4383.0,388.0,2024
676,677,Just the Two of Us,2024/06/14,Music Box Films,Thriller/Suspense,3506.0,310.0,2024
677,678,June Zero,2024/06/28,Cohen Media Group,Drama,3473.0,307.0,2024
678,679,Break the Mold: The Zach Ba…,2023/06/23,Holt Hamilton Dis…,Documentary,3263.0,289.0,2023
679,680,La Syndicaliste,2023/12/01,Kino Lorber,Thriller/Suspense,3253.0,288.0,2023
680,681,When Men Were Men,2022/11/04,Indican Pictures,Drama,3222.0,285.0,2022
681,682,The Last Breath,2024/07/26,RLJ Entertainment,Thriller/Suspense,3214.0,284.0,2024
682,683,The Arctic Convoy,2024/07/26,Magnolia Pictures,Drama,2869.0,254.0,2024
683,684,Other People’s Children,2023/04/21,Music Box Films,Drama,2854.0,252.0,2023
684,685,The Disappearance of Shere …,2023/11/17,IFC Films,Documentary,2652.0,234.0,2023
685,686,The Universal Theory,2024/09/27,Oscilloscope Pict…,Thriller/Suspense,2621.0,232.0,2024
686,687,The Unknown Country,2023/07/28,Music Box Films,Drama,2444.0,216.0,2023
687,688,Bring Him to Me,2024/02/23,Samuel Goldwyn Films,Thriller/Suspense,2301.0,203.0,2024
688,689,The Incredible 25th Year of…,2021/02/12,Indican Pictures,Comedy,2118.0,187.0,2021
689,690,Fremont,2023/08/25,Music Box Films,Documentary,1363.0,121.0,2023
690,691,"My Sailor, My Love",2023/09/22,Music Box Films,Drama,1153.0,102.0,2023
691,692,Aberdeen,2024/12/13,Mongrel Media,Drama,1004.0,89.0,2024
692,693,Mr. Hit Me Up,2024/01/19,,Drama,904.0,80.0,2024
693,694,Revoir Paris,2023/06/23,Music Box Films,Drama,791.0,70.0,2023
694,695,Before Dawn,2024/07/19,Well Go USA,Drama,743.0,66.0,2024
695,696,After Death,2023/10/27,Angel Studios,Documentary,705.0,62.0,2023
696,697,50 km/h,2024/07/19,Sony Pictures,Comedy,543.0,48.0,2024
697,698,The Road Dance,2023/10/13,Music Box Films,Drama,510.0,45.0,2023
698,699,Alimañas,2024/09/13,Sony Pictures,Comedy,485.0,43.0,2024
699,700,Day By Day,2023/08/11,Utopia,Documentary,292.0,26.0,2023
